commit	score	score_std	mean_rank	p_top3	n_sims	status	description
a42634f	1871.4	125.5	5.43	0.333	300	discard	auto 387 screen: {"need_bonus": 51.319, "flex_bonus": 8.919, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 30.145, "bench_bonus": 8.302, "wait_discount": 0.243, "wait_margin": 3.599, "kdef_rounds_from_end": 3, 
a42634f	1826.0	123.0	6.58	0.24	300	discard	auto 388 screen: {"need_bonus": 62.579, "flex_bonus": 12.224, "surplus_penalty": 39.493, "bench_bonus": 1.23, "wait_discount": 0.74, "wait_margin": 8.43, "injury_penalty": 81.483, "rb_early_bonus": 1.712, "qb_earliest_round": 5, "avail_sigma": 10.344, "avail_strength
a42634f	1868.0	127.6	5.52	0.327	300	discard	auto 389 screen: {"need_bonus": 34.089, "flex_bonus": 12.934, "depth_quota_rb": 4, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 9.733, "bench_bonus": 10.928, "wait_discount": 0.044, "wait_margin": 3.392, "injury_penalty": 136.973, "rb_early_bonus": 11
a42634f	1879.8	123.3	5.28	0.347	300	discard	auto 390 screen: {"need_bonus": 33.847, "flex_bonus": 19.519, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 24.246, "bench_bonus": 4.677, "wait_discount": 0.352, "wait_margin": 5.926, "kdef_rounds_from_end": 3,
a42634f	1855.6	115.6	5.64	0.33	300	discard	auto 391 screen: {"need_bonus": 17.371, "flex_bonus": 11.087, "depth_quota_rb": 4, "depth_quota_wr": 6, "surplus_penalty": 22.485, "bench_bonus": 1.21, "wait_discount": 0.333, "wait_margin": 7.532, "injury_penalty": 84.445, "rb_early_bonus": 11.368, "avail_sigma": 6.
a42634f	1890.7	118.7	4.79	0.409	2700	discard	auto 392 confirmed: {"need_bonus": 45.156, "flex_bonus": 4.844, "depth_quota_te": 4, "surplus_penalty": 23.833, "bench_bonus": 8.364, "wait_discount": 0.488, "wait_margin": 5.274, "injury_penalty": 33.24, "rb_early_bonus": 4.979, "avail_sigma": 10.969, "avail_strength":
a42634f	1881.8	120.1	5.01	0.41	300	discard	auto 393 screen: {"need_bonus": 53.035, "flex_bonus": 10.746, "depth_quota_wr": 4, "depth_quota_te": 4, "surplus_penalty": 19.675, "bench_bonus": 6.412, "wait_discount": 0.237, "wait_margin": 6.502, "kdef_rounds_from_end": 3, "injury_penalty": 45.169, "rb_early_bonus
a42634f	1885.0	118.6	4.94	0.403	2700	discard	auto 394 confirmed: {"need_bonus": 47.763, "flex_bonus": 11.021, "depth_quota_te": 2, "surplus_penalty": 38.175, "bench_bonus": 8.116, "wait_discount": 0.334, "wait_margin": 4.259, "injury_penalty": 70.634, "rb_early_bonus": 8.991, "qb_earliest_round": 5, "te_earliest_r
a42634f	1852.6	117.2	5.92	0.293	300	discard	auto 395 screen: {"need_bonus": 64.935, "flex_bonus": 13.416, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_qb": 4, "surplus_penalty": 29.27, "bench_bonus": 11.585, "wait_discount": 0.337, "wait_margin": 9.537, "kdef_rounds_from_end": 3, "injury_penalty": 10
a42634f	1866.3	119.1	5.36	0.357	300	discard	auto 396 screen: {"need_bonus": 52.293, "flex_bonus": 15.56, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 25.218, "bench_bonus": 11.031, "wait_discount": 0.365, "wait_margin": 5.049, "kdef_rounds_from_end": 1, "injury_penalty": 65
a42634f	1880.6	116.9	5.04	0.35	300	discard	auto 397 screen: {"need_bonus": 45.741, "flex_bonus": 14.995, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 35.552, "bench_bonus": 7.615, "wait_discount": 0.11, "wait_margin": 4.403, "injury_penalty": 38.093, "rb_early_bonus": 12.354, "qb_earliest_roun
a42634f	1880.2	116.6	4.96	0.393	300	discard	auto 398 screen: {"need_bonus": 48.848, "flex_bonus": 10.704, "depth_quota_qb": 2, "surplus_penalty": 29.055, "bench_bonus": 7.893, "wait_discount": 0.289, "wait_margin": 3.681, "injury_penalty": 67.449, "rb_early_bonus": 7.008, "avail_sigma": 5.663, "avail_strength"
a42634f	1871.2	114.4	5.36	0.333	300	discard	auto 399 screen: {"need_bonus": 76.967, "flex_bonus": 15.418, "surplus_penalty": 40.39, "bench_bonus": 9.413, "wait_discount": 0.473, "wait_margin": 3.898, "injury_penalty": 49.133, "rb_early_bonus": 2.338, "qb_earliest_round": 5, "avail_sigma": 6.006, "avail_strengt
a42634f	1849.5	110.5	5.85	0.263	300	discard	auto 400 screen: {"need_bonus": 62.1, "flex_bonus": 4.83, "depth_quota_wr": 4, "surplus_penalty": 6.254, "bench_bonus": 7.663, "wait_discount": 0.586, "wait_margin": 4.878, "kdef_rounds_from_end": 1, "injury_penalty": 73.534, "rb_early_bonus": 7.241, "te_earliest_rou
a42634f	1865.3	119.9	5.35	0.353	300	discard	auto 401 screen: {"need_bonus": 6.938, "flex_bonus": 10.651, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 34.068, "bench_bonus": 8.973, "wait_discount": 0.388, "wait_margin": 3.478, "injury_penalty": 54.811, "rb_early_bonus": 6.271, "qb_earliest_round
a42634f	1879.6	120.7	5.18	0.377	300	discard	auto 402 screen: {"need_bonus": 22.531, "flex_bonus": 2.05, "depth_quota_wr": 6, "depth_quota_qb": 4, "surplus_penalty": 48.361, "bench_bonus": 8.094, "wait_discount": 0.061, "wait_margin": 6.34, "injury_penalty": 152.394, "rb_early_bonus": 15.258, "qb_earliest_round
a42634f	1876.7	112.4	5.01	0.39	300	discard	auto 403 screen: {"need_bonus": 59.746, "flex_bonus": 9.962, "depth_quota_rb": 4, "depth_quota_qb": 2, "surplus_penalty": 24.022, "bench_bonus": 6.481, "wait_discount": 0.333, "wait_margin": 4.879, "injury_penalty": 79.964, "rb_early_bonus": 6.26, "avail_sigma": 7.43
a42634f	1882.8	123.0	5.0	0.4	2700	discard	auto 404 confirmed: {"need_bonus": 36.363, "flex_bonus": 14.131, "depth_quota_rb": 4, "depth_quota_te": 2, "surplus_penalty": 31.555, "bench_bonus": 6.421, "wait_discount": 0.204, "wait_margin": 3.935, "injury_penalty": 26.587, "rb_early_bonus": 8.161, "qb_earliest_roun
a42634f	1878.3	124.3	5.18	0.357	300	discard	auto 405 screen: {"need_bonus": 26.774, "flex_bonus": 4.636, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 26.229, "bench_bonus": 4.426, "wait_discount": 0.27, "wait_margin": 3.305, "kdef_rounds_from_end": 3, "injury_penalty": 136.441, "rb_early_bonus"
a42634f	1863.1	120.2	5.58	0.323	300	discard	auto 406 screen: {"need_bonus": 39.929, "flex_bonus": 10.015, "depth_quota_wr": 4, "surplus_penalty": 40.308, "bench_bonus": 5.677, "wait_discount": 0.389, "wait_margin": 5.167, "kdef_rounds_from_end": 1, "injury_penalty": 95.931, "rb_early_bonus": 6.062, "qb_earlies
a42634f	1875.7	118.9	5.26	0.353	300	discard	auto 407 screen: {"need_bonus": 36.772, "flex_bonus": 15.829, "depth_quota_rb": 4, "depth_quota_qb": 2, "surplus_penalty": 27.843, "bench_bonus": 4.917, "wait_discount": 0.41, "wait_margin": 7.618, "injury_penalty": 84.134, "rb_early_bonus": 5.589, "avail_sigma": 12.
a42634f	1882.5	111.3	4.97	0.4	300	discard	auto 408 screen: {"need_bonus": 61.875, "flex_bonus": 29.339, "depth_quota_rb": 4, "depth_quota_te": 4, "surplus_penalty": 21.434, "bench_bonus": 9.973, "wait_discount": 0.622, "wait_margin": 4.992, "injury_penalty": 89.75, "rb_early_bonus": 5.513, "qb_earliest_round
a42634f	1873.3	120.6	5.28	0.35	300	discard	auto 409 screen: {"need_bonus": 45.698, "flex_bonus": 8.861, "depth_quota_wr": 4, "depth_quota_te": 4, "surplus_penalty": 23.528, "bench_bonus": 8.866, "wait_discount": 0.325, "wait_margin": 4.39, "injury_penalty": 62.43, "rb_early_bonus": 5.23, "avail_sigma": 7.843,
a42634f	1880.7	129.6	5.21	0.363	300	discard	auto 410 screen: {"need_bonus": 49.579, "flex_bonus": 6.552, "surplus_penalty": 23.283, "bench_bonus": 8.199, "wait_discount": 0.346, "wait_margin": 5.245, "injury_penalty": 88.442, "rb_early_bonus": 8.158, "qb_earliest_round": 5, "te_earliest_round": 4, "avail_sigma
a42634f	1891.8	119.4	4.77	0.424	2700	discard	auto 411 confirmed: {"need_bonus": 30.565, "flex_bonus": 14.034, "depth_quota_wr": 4, "depth_quota_te": 2, "surplus_penalty": 36.535, "bench_bonus": 6.473, "wait_discount": 0.574, "wait_margin": 1.364, "injury_penalty": 72.749, "rb_early_bonus": 6.624, "qb_earliest_roun
a42634f	1855.5	122.4	5.75	0.317	300	discard	auto 412 screen: {"need_bonus": 20.63, "flex_bonus": 9.048, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_te": 4, "surplus_penalty": 36.826, "bench_bonus": 6.888, "wait_discount": 0.346, "wait_margin": 4.163, "injury_penalty": 45.558, "rb_early_bonus": 10.20
a42634f	1847.7	117.5	5.87	0.303	300	discard	auto 413 screen: {"need_bonus": 1.989, "flex_bonus": 15.312, "depth_quota_rb": 2, "depth_quota_qb": 4, "surplus_penalty": 69.43, "bench_bonus": 12.673, "wait_discount": 0.509, "wait_margin": 6.665, "injury_penalty": 82.937, "rb_early_bonus": 8.957, "qb_earliest_round
a42634f	1882.6	118.2	4.97	0.4	300	discard	auto 414 screen: {"need_bonus": 49.299, "flex_bonus": 8.793, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 27.843, "bench_bonus": 9.286, "wait_discount": 0.297, "wait_margin": 3.839, "injury_penalty": 73.26, "rb_early_bonus": 5.909, "avail_sigma": 9.88
a42634f	1890.9	119.0	4.81	0.41	2700	discard	auto 415 confirmed: {"need_bonus": 50.413, "flex_bonus": 14.46, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 36.701, "bench_bonus": 8.426, "wait_discount": 0.349, "wait_margin": 5.212, "injury_penalty": 34.1, "rb_early_bonus": 5.162,
a42634f	1884.9	120.4	4.96	0.398	2700	discard	auto 416 confirmed: {"need_bonus": 65.938, "flex_bonus": 3.342, "depth_quota_qb": 4, "surplus_penalty": 26.69, "bench_bonus": 8.522, "wait_discount": 0.4, "wait_margin": 6.173, "injury_penalty": 99.614, "rb_early_bonus": 9.514, "qb_earliest_round": 5, "avail_sigma": 3.2
a42634f	1877.7	114.6	5.02	0.38	300	discard	auto 417 screen: {"need_bonus": 18.085, "flex_bonus": 13.562, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 36.425, "bench_bonus": 12.127, "wait_discount": 0.227, "wait_margin": 2.028, "injury_penalty": 61.168, "rb_early_bonus": 9.
a42634f	1872.4	121.1	5.17	0.35	300	discard	auto 418 screen: {"need_bonus": 40.913, "flex_bonus": 9.421, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 19.25, "bench_bonus": 7.638, "wait_discount": 0.334, "wait_margin": 2.682, "kdef_rounds_from_end": 1, "injury_penalty": 58.7
a42634f	1862.3	112.9	5.43	0.297	300	discard	auto 419 screen: {"need_bonus": 35.884, "flex_bonus": 15.597, "depth_quota_rb": 4, "surplus_penalty": 36.257, "bench_bonus": 7.034, "wait_discount": 0.293, "wait_margin": 2.721, "kdef_rounds_from_end": 1, "injury_penalty": 57.051, "rb_early_bonus": 10.927, "avail_sig
a42634f	1881.7	117.4	5.07	0.377	2700	discard	auto 420 confirmed: {"need_bonus": 68.151, "flex_bonus": 9.189, "depth_quota_wr": 6, "surplus_penalty": 30.529, "bench_bonus": 6.568, "wait_discount": 0.344, "wait_margin": 5.533, "injury_penalty": 74.232, "rb_early_bonus": 4.783, "qb_earliest_round": 3, "avail_sigma": 
a42634f	1884.6	114.7	5.01	0.393	300	discard	auto 421 screen: {"need_bonus": 54.026, "flex_bonus": 9.449, "depth_quota_rb": 2, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 20.808, "bench_bonus": 8.394, "wait_discount": 0.426, "wait_margin": 3.791, "kdef_rounds_from_end": 3, "injury_penalty": 82.
a42634f	1869.1	120.0	5.58	0.337	300	discard	auto 422 screen: {"need_bonus": 7.795, "flex_bonus": 19.779, "depth_quota_wr": 4, "depth_quota_qb": 4, "surplus_penalty": 23.36, "bench_bonus": 3.111, "wait_discount": 0.229, "wait_margin": -3.955, "injury_penalty": 61.063, "rb_early_bonus": 4.989, "avail_sigma": 6.8
a42634f	1884.2	113.1	5.01	0.403	300	discard	auto 423 screen: {"need_bonus": 46.537, "flex_bonus": 10.637, "depth_quota_rb": 2, "depth_quota_qb": 2, "surplus_penalty": 28.308, "bench_bonus": 5.706, "wait_discount": 0.322, "wait_margin": 1.793, "kdef_rounds_from_end": 3, "injury_penalty": 64.123, "rb_early_bonus
a42634f	1822.6	119.7	6.52	0.233	300	discard	auto 424 screen: {"need_bonus": 43.895, "flex_bonus": 1.075, "depth_quota_rb": 2, "depth_quota_wr": 4, "surplus_penalty": 65.332, "bench_bonus": 16.695, "wait_discount": 0.159, "wait_margin": 5.8, "kdef_rounds_from_end": 1, "injury_penalty": 72.638, "rb_early_bonus":
a42634f	1845.5	122.8	5.97	0.28	300	discard	auto 425 screen: {"need_bonus": 88.296, "flex_bonus": 21.903, "surplus_penalty": 32.725, "bench_bonus": 5.949, "wait_discount": 0.068, "wait_margin": 3.592, "kdef_rounds_from_end": 3, "injury_penalty": 150.01, "rb_early_bonus": 3.875, "te_earliest_round": 4, "avail_s
a42634f	1893.3	118.5	4.71	0.421	2700	discard	auto 426 confirmed: {"need_bonus": 37.641, "flex_bonus": 19.222, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 27.889, "bench_bonus": 6.694, "wait_discount": 0.392, "wait_margin": 3.37, "kdef_rounds_from_end": 3, "injury_penalty": 21.
a42634f	1875.6	108.4	5.2	0.337	300	discard	auto 427 screen: {"need_bonus": 39.563, "flex_bonus": 8.632, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 30.135, "bench_bonus": 9.558, "wait_discount": 0.363, "wait_margin": 5.034, "injury_penalty": 77.813, "rb_early_bonus": 7.06
a42634f	1871.0	121.1	5.22	0.353	300	discard	auto 428 screen: {"need_bonus": 39.054, "flex_bonus": 12.826, "depth_quota_rb": 4, "surplus_penalty": 35.527, "bench_bonus": 7.872, "wait_discount": 0.333, "wait_margin": 4.807, "kdef_rounds_from_end": 1, "injury_penalty": 144.811, "rb_early_bonus": 4.89, "te_earlies
a42634f	1821.7	112.5	6.61	0.213	300	discard	auto 429 screen: {"need_bonus": 32.322, "flex_bonus": 9.597, "depth_quota_rb": 2, "surplus_penalty": 18.739, "bench_bonus": 2.359, "wait_discount": 0.357, "wait_margin": 3.38, "kdef_rounds_from_end": 1, "injury_penalty": 60.398, "rb_early_bonus": 3.456, "qb_earliest_
a42634f	1893.9	115.9	4.67	0.434	2700	keep	auto 430 confirmed: {"need_bonus": 44.75, "flex_bonus": 10.95, "depth_quota_qb": 4, "surplus_penalty": 23.072, "bench_bonus": 6.815, "wait_discount": 0.312, "wait_margin": 3.964, "injury_penalty": 76.712, "rb_early_bonus": 7.026, "qb_earliest_round": 5, "te_earliest_rou
a42634f	1883.7	119.6	5.0	0.41	300	discard	auto 431 screen: {"need_bonus": 46.193, "flex_bonus": 7.389, "depth_quota_rb": 4, "depth_quota_qb": 5, "surplus_penalty": 31.861, "bench_bonus": 7.749, "wait_discount": 0.299, "wait_margin": 5.117, "kdef_rounds_from_end": 3, "injury_penalty": 41.011, "rb_early_bonus"
a42634f	1894.1	120.8	4.73	0.433	2700	keep	auto 432 confirmed: {"need_bonus": 47.238, "flex_bonus": 10.14, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_qb": 3, "surplus_penalty": 29.566, "bench_bonus": 6.516, "wait_discount": 0.385, "wait_margin": 3.054, "kdef_rounds_from_end": 3, "injury_penalty": 40.
a42634f	1881.0	129.3	5.03	0.397	300	discard	auto 433 screen: {"need_bonus": 44.296, "flex_bonus": 10.225, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 44.163, "bench_bonus": 8.119, "wait_discount": 0.306, "wait_margin": 3.908, "injury_penalty": 46.522, "rb_early_bonus": 4.938, "avail_sigma": 1.
a42634f	1886.3	116.5	4.9	0.44	300	discard	auto 434 screen: {"need_bonus": 46.718, "flex_bonus": 13.124, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 9.693, "bench_bonus": 7.118, "wait_discount": 0.066, "wait_margin": 3.024, "kdef_rounds_from_end": 2, "injury_penalty": 39.534, "rb_early_bonus"
a42634f	1849.2	109.6	5.89	0.29	300	discard	auto 435 screen: {"need_bonus": 65.886, "flex_bonus": 21.177, "depth_quota_rb": 3, "depth_quota_wr": 3, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 8.988, "bench_bonus": 1.117, "wait_discount": 0.676, "wait_margin": 7.902, "injury_penalty": 18.86, "r
a42634f	1884.0	117.8	4.95	0.373	300	discard	auto 436 screen: {"need_bonus": 41.722, "flex_bonus": 7.901, "depth_quota_rb": 5, "depth_quota_wr": 5, "surplus_penalty": 40.738, "bench_bonus": 7.254, "wait_discount": 0.5, "wait_margin": 2.23, "injury_penalty": 27.681, "rb_early_bonus": 1.817, "qb_earliest_round": 
a42634f	1868.8	122.9	5.25	0.383	300	discard	auto 437 screen: {"need_bonus": 36.942, "flex_bonus": 16.461, "depth_quota_qb": 4, "surplus_penalty": 44.477, "bench_bonus": -1.138, "wait_discount": 0.529, "wait_margin": 3.021, "injury_penalty": 19.969, "rb_early_bonus": 0.313, "avail_sigma": 4.338, "avail_strength
a42634f	1882.5	127.5	5.19	0.377	300	discard	auto 438 screen: {"need_bonus": 54.863, "flex_bonus": 9.423, "surplus_penalty": 24.42, "bench_bonus": 5.801, "wait_discount": 0.349, "wait_margin": 3.27, "injury_penalty": 43.434, "rb_early_bonus": 4.164, "avail_sigma": 5.919, "avail_strength": 0.43, "cliff_gap": 28.
a42634f	1886.4	119.1	4.88	0.399	2700	discard	auto 439 confirmed: {"need_bonus": 18.961, "flex_bonus": 10.633, "depth_quota_rb": 3, "depth_quota_wr": 3, "surplus_penalty": 40.788, "bench_bonus": 6.755, "wait_discount": 0.397, "wait_margin": 2.375, "injury_penalty": 49.141, "rb_early_bonus": 3.391, "qb_earliest_roun
a42634f	1873.4	122.5	5.23	0.38	300	discard	auto 440 screen: {"need_bonus": 17.819, "flex_bonus": 13.161, "depth_quota_wr": 3, "depth_quota_te": 4, "surplus_penalty": 37.551, "bench_bonus": 10.906, "wait_discount": 0.056, "wait_margin": 5.669, "kdef_rounds_from_end": 2, "injury_penalty": 42.378, "rb_early_bonu
a42634f	1890.4	117.4	4.79	0.413	2700	discard	auto 441 confirmed: {"need_bonus": 45.225, "flex_bonus": 8.781, "depth_quota_te": 4, "surplus_penalty": 31.362, "bench_bonus": 4.884, "wait_discount": 0.333, "wait_margin": 2.8, "injury_penalty": 57.234, "rb_early_bonus": 4.629, "qb_earliest_round": 5, "te_earliest_roun
a42634f	1889.4	116.2	4.82	0.412	2700	discard	auto 442 confirmed: {"need_bonus": 74.876, "flex_bonus": 5.852, "depth_quota_wr": 3, "surplus_penalty": 19.073, "bench_bonus": 6.606, "wait_discount": 0.409, "wait_margin": 0.135, "injury_penalty": 25.039, "rb_early_bonus": 6.97, "qb_earliest_round": 5, "te_earliest_rou
a42634f	1889.0	119.9	4.8	0.42	2700	discard	auto 443 confirmed: {"need_bonus": 35.25, "flex_bonus": -0.594, "depth_quota_qb": 4, "surplus_penalty": 16.496, "bench_bonus": 10.167, "wait_discount": 0.429, "wait_margin": 4.265, "kdef_rounds_from_end": 2, "injury_penalty": 36.102, "rb_early_bonus": 4.697, "qb_earlies
a42634f	1892.0	122.9	4.82	0.416	2700	discard	auto 444 confirmed: {"need_bonus": 48.849, "flex_bonus": 11.897, "depth_quota_wr": 5, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 23.628, "bench_bonus": 4.542, "wait_discount": 0.517, "wait_margin": 3.728, "injury_penalty": 41.907, "rb_early_bonus": 7.1
a42634f	1880.4	109.1	4.98	0.36	300	discard	auto 445 screen: {"need_bonus": 69.764, "flex_bonus": 5.784, "depth_quota_wr": 5, "depth_quota_qb": 2, "surplus_penalty": 40.779, "bench_bonus": 12.443, "wait_discount": 0.374, "wait_margin": 3.105, "injury_penalty": 37.724, "rb_early_bonus": 4.508, "qb_earliest_roun
a42634f	1888.5	118.4	4.84	0.413	2700	discard	auto 446 confirmed: {"need_bonus": 55.376, "flex_bonus": 11.64, "depth_quota_rb": 3, "depth_quota_wr": 3, "depth_quota_qb": 4, "surplus_penalty": 31.035, "bench_bonus": 10.061, "wait_discount": 0.238, "wait_margin": 1.79, "injury_penalty": 18.157, "rb_early_bonus": 3.77
a42634f	1854.3	113.3	5.73	0.293	300	discard	auto 447 screen: {"need_bonus": 1.014, "flex_bonus": 14.631, "depth_quota_rb": 5, "depth_quota_wr": 3, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 36.871, "bench_bonus": 8.077, "wait_discount": -0.075, "wait_margin": 2.224, "injury_penalty": 76.31, "
a42634f	1864.6	116.5	5.3	0.337	300	discard	auto 448 screen: {"need_bonus": 6.573, "flex_bonus": 8.113, "depth_quota_rb": 5, "depth_quota_wr": 3, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 27.118, "bench_bonus": 9.772, "wait_discount": 0.426, "wait_margin": 3.838, "injury_penalty": 37.245, "r
a42634f	1886.3	113.4	4.89	0.4	300	discard	auto 449 screen: {"need_bonus": 33.577, "flex_bonus": 4.75, "depth_quota_rb": 5, "surplus_penalty": 19.832, "bench_bonus": 5.19, "wait_discount": 0.319, "wait_margin": 3.251, "kdef_rounds_from_end": 2, "injury_penalty": 34.629, "rb_early_bonus": 2.337, "qb_earliest_r
a42634f	1881.7	112.2	4.98	0.393	300	discard	auto 450 screen: {"need_bonus": 49.766, "flex_bonus": 14.416, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 3.44, "bench_bonus": 3.664, "wait_discount": 0.226, "wait_margin": 1.865, "injury_penalty": 37.192, "rb_early_bonus": 5.041, "qb_earliest_round"
a42634f	1881.4	114.9	4.98	0.4	300	discard	auto 451 screen: {"need_bonus": 49.391, "flex_bonus": 8.438, "depth_quota_rb": 5, "depth_quota_wr": 5, "depth_quota_te": 4, "surplus_penalty": 28.238, "bench_bonus": 7.0, "wait_discount": 0.285, "wait_margin": 2.765, "kdef_rounds_from_end": 2, "injury_penalty": 42.16
a42634f	1885.9	118.4	4.95	0.417	300	discard	auto 452 screen: {"need_bonus": 34.644, "flex_bonus": 12.825, "depth_quota_rb": 5, "depth_quota_wr": 5, "surplus_penalty": 22.065, "bench_bonus": -0.855, "wait_discount": 0.642, "wait_margin": -0.009, "injury_penalty": 23.043, "rb_early_bonus": 5.414, "avail_sigma": 
a42634f	1881.9	121.2	5.04	0.398	2700	discard	auto 453 confirmed: {"need_bonus": 37.446, "flex_bonus": 11.93, "depth_quota_rb": 5, "depth_quota_qb": 4, "surplus_penalty": 23.217, "bench_bonus": 5.377, "wait_discount": 0.184, "wait_margin": 2.385, "injury_penalty": 41.512, "rb_early_bonus": 5.306, "avail_sigma": 6.5
a42634f	1885.4	116.3	4.92	0.41	300	discard	auto 454 screen: {"need_bonus": 50.098, "flex_bonus": 9.136, "depth_quota_rb": 5, "depth_quota_wr": 5, "depth_quota_qb": 2, "surplus_penalty": 31.986, "bench_bonus": 10.528, "wait_discount": 0.306, "wait_margin": 5.847, "injury_penalty": 68.246, "rb_early_bonus": 4.1
a42634f	1866.7	115.9	5.56	0.333	300	discard	auto 455 screen: {"need_bonus": 4.45, "flex_bonus": 15.266, "depth_quota_rb": 5, "depth_quota_wr": 5, "depth_quota_qb": 2, "surplus_penalty": 22.906, "bench_bonus": 12.12, "wait_discount": 0.388, "wait_margin": 5.874, "injury_penalty": 69.099, "rb_early_bonus": 2.507
a42634f	1889.1	116.7	4.79	0.417	2700	discard	auto 456 confirmed: {"need_bonus": 40.74, "flex_bonus": 10.243, "depth_quota_wr": 5, "surplus_penalty": 35.77, "bench_bonus": 3.133, "wait_discount": 0.503, "wait_margin": 2.588, "injury_penalty": 30.922, "rb_early_bonus": 4.81, "qb_earliest_round": 5, "te_earliest_roun
a42634f	1882.7	120.3	4.97	0.403	300	discard	auto 457 screen: {"need_bonus": 41.372, "flex_bonus": 8.247, "depth_quota_rb": 5, "depth_quota_te": 4, "surplus_penalty": 22.648, "bench_bonus": 9.605, "wait_discount": 0.497, "wait_margin": 4.705, "injury_penalty": 71.19, "rb_early_bonus": 4.983, "te_earliest_round"
a42634f	1879.9	121.0	5.05	0.393	300	discard	auto 458 screen: {"need_bonus": 51.755, "flex_bonus": 9.483, "depth_quota_rb": 3, "depth_quota_te": 2, "surplus_penalty": 27.452, "bench_bonus": 7.226, "wait_discount": 0.382, "wait_margin": 3.037, "injury_penalty": 42.513, "rb_early_bonus": 5.442, "qb_earliest_round
a42634f	1842.1	115.8	5.98	0.303	300	discard	auto 459 screen: {"need_bonus": 52.464, "flex_bonus": -3.835, "depth_quota_rb": 5, "depth_quota_wr": 3, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": -1.708, "bench_bonus": 4.083, "wait_discount": 0.488, "wait_margin": 1.836, "injury_penalty": 34.273, 
a42634f	1886.8	121.3	5.04	0.393	300	discard	auto 460 screen: {"need_bonus": 47.559, "flex_bonus": 16.376, "depth_quota_rb": 3, "depth_quota_wr": 3, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 43.29, "bench_bonus": 1.932, "wait_discount": 0.38, "wait_margin": 5.245, "kdef_rounds_from_end": 2, "
a42634f	1859.3	126.7	5.76	0.323	300	discard	auto 461 screen: {"need_bonus": 40.242, "flex_bonus": 20.201, "depth_quota_wr": 5, "depth_quota_qb": 2, "surplus_penalty": 44.447, "bench_bonus": 2.318, "wait_discount": 0.026, "wait_margin": 0.334, "injury_penalty": 25.091, "rb_early_bonus": 1.231, "qb_earliest_roun
a42634f	1877.9	109.4	5.04	0.37	300	discard	auto 462 screen: {"need_bonus": 90.5, "flex_bonus": 0.925, "depth_quota_rb": 3, "depth_quota_te": 4, "surplus_penalty": 14.188, "bench_bonus": 8.803, "wait_discount": 0.478, "wait_margin": 1.561, "kdef_rounds_from_end": 2, "injury_penalty": 73.38, "rb_early_bonus": 3
a42634f	1887.1	116.6	4.83	0.406	2700	discard	auto 463 confirmed: {"need_bonus": 39.056, "flex_bonus": 6.047, "depth_quota_rb": 5, "depth_quota_qb": 4, "surplus_penalty": 26.031, "bench_bonus": 7.656, "wait_discount": 0.707, "wait_margin": 2.024, "kdef_rounds_from_end": 2, "injury_penalty": 36.497, "rb_early_bonus"
a42634f	1880.7	126.3	4.98	0.41	300	discard	auto 464 screen: {"need_bonus": 23.972, "flex_bonus": 13.323, "depth_quota_rb": 5, "surplus_penalty": 22.699, "bench_bonus": 6.514, "wait_discount": 0.405, "wait_margin": 1.123, "kdef_rounds_from_end": 2, "injury_penalty": 25.772, "rb_early_bonus": 6.333, "te_earlies
