commit	score	score_std	mean_rank	p_top3	n_sims	status	description
a42634f	1884.2	119.6	4.99	0.398	2700	discard	auto 231 confirmed: {"need_bonus": 34.654, "flex_bonus": 11.022, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 18.766, "bench_bonus": 8.339, "wait_discount": 0.415, "wait_margin": 4.231, "injury_penalty": 74.404, 
a42634f	1880.3	115.1	5.05	0.39	300	discard	auto 232 screen: {"need_bonus": 32.01, "flex_bonus": 7.281, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 53.608, "bench_bonus": 13.478, "wait_discount": 0.157, "wait_margin": 4.509, "injury_penalty": 32.336, "rb_early_bonus": -0.656, "avail_sigma": 8.
a42634f	1885.9	118.1	4.9	0.414	2700	discard	auto 233 confirmed: {"need_bonus": 48.337, "flex_bonus": 11.238, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 21.619, "bench_bonus": 8.086, "wait_discount": 0.491, "wait_margin": 6.26, "injury_penalty": 57.196, "rb_early_bonus": 8.685, "avail_sigma": 6.6
a42634f	1870.9	118.8	5.34	0.373	300	discard	auto 234 screen: {"need_bonus": 40.482, "flex_bonus": 12.186, "depth_quota_rb": 2, "depth_quota_qb": 2, "surplus_penalty": 32.951, "bench_bonus": 6.37, "wait_discount": 0.432, "wait_margin": 3.842, "injury_penalty": 92.087, "rb_early_bonus": 5.889, "te_earliest_round
a42634f	1890.9	120.9	4.83	0.416	2700	discard	auto 235 confirmed: {"need_bonus": 38.91, "flex_bonus": 10.133, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 28.42, "bench_bonus": 9.3, "wait_discount": 0.333, "wait_margin": 3.117, "injury_penalty": 74.305, "rb_
a42634f	1871.7	120.2	5.32	0.35	300	discard	auto 236 screen: {"need_bonus": 22.973, "flex_bonus": 11.735, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 18.561, "bench_bonus": 12.966, "wait_discount": 0.346, "wait_margin": 1.338, "kdef_rounds_from_end": 3, "injury_penalty": 9
a42634f	1858.4	106.9	5.5	0.327	300	discard	auto 237 screen: {"need_bonus": 16.43, "flex_bonus": 15.176, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 27.544, "bench_bonus": 12.093, "wait_discount": 0.411, "wait_margin": 4.85, "injury_penalty": 84.954, "
a42634f	1857.7	120.7	5.73	0.283	300	discard	auto 238 screen: {"need_bonus": 27.379, "flex_bonus": 9.266, "depth_quota_wr": 4, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 37.677, "bench_bonus": 9.253, "wait_discount": 0.375, "wait_margin": 4.525, "kdef_rounds_from_end": 1, "injury_penalty": 39.
a42634f	1887.8	116.4	4.88	0.406	2700	discard	auto 239 confirmed: {"need_bonus": 48.412, "flex_bonus": 9.935, "surplus_penalty": 36.299, "bench_bonus": 14.938, "wait_discount": 0.283, "wait_margin": 4.391, "kdef_rounds_from_end": 3, "injury_penalty": 76.763, "rb_early_bonus": 8.683, "qb_earliest_round": 5, "avail_s
a42634f	1890.5	116.7	4.77	0.411	2700	discard	auto 240 confirmed: {"need_bonus": 49.825, "flex_bonus": 10.132, "depth_quota_te": 4, "surplus_penalty": 27.268, "bench_bonus": 10.316, "wait_discount": 0.32, "wait_margin": 4.623, "kdef_rounds_from_end": 3, "injury_penalty": 84.278, "rb_early_bonus": 7.381, "avail_sigm
a42634f	1884.7	125.8	5.04	0.383	300	discard	auto 241 screen: {"need_bonus": 32.905, "flex_bonus": 16.33, "depth_quota_wr": 6, "depth_quota_qb": 2, "surplus_penalty": 30.983, "bench_bonus": 5.668, "wait_discount": 0.283, "wait_margin": 6.116, "kdef_rounds_from_end": 3, "injury_penalty": 91.581, "rb_early_bonus"
a42634f	1871.9	114.9	5.24	0.35	300	discard	auto 242 screen: {"need_bonus": 13.7, "flex_bonus": 17.33, "depth_quota_rb": 4, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 56.627, "bench_bonus": 10.014, "wait_discount": 0.554, "wait_margin": -0.249, "injury_penalty": -6.04, "rb_early_bonus": 14.21
a42634f	1888.0	119.5	4.87	0.417	2700	discard	auto 243 confirmed: {"need_bonus": 53.841, "flex_bonus": 11.029, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_qb": 4, "surplus_penalty": 14.826, "bench_bonus": 5.553, "wait_discount": 0.316, "wait_margin": 4.389, "injury_penalty": 73.955, "rb_early_bonus": 9.1
a42634f	1881.2	120.8	5.19	0.387	300	discard	auto 244 screen: {"need_bonus": 20.031, "flex_bonus": 16.255, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 27.725, "bench_bonus": 9.952, "wait_discount": 0.561, "wait_margin": 4.199, "injury_penalty": 95.569, 
a42634f	1868.0	113.5	5.37	0.343	300	discard	auto 245 screen: {"need_bonus": 41.911, "flex_bonus": 15.033, "depth_quota_rb": 4, "depth_quota_qb": 4, "surplus_penalty": 18.799, "bench_bonus": 3.667, "wait_discount": 0.302, "wait_margin": 5.5, "injury_penalty": 103.552, "rb_early_bonus": 10.557, "te_earliest_roun
a42634f	1876.1	129.0	5.29	0.373	300	discard	auto 246 screen: {"need_bonus": 0.118, "flex_bonus": 0.512, "depth_quota_rb": 2, "depth_quota_wr": 4, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 38.435, "bench_bonus": 7.22, "wait_discount": 0.435, "wait_margin": 7.614, "kdef_rounds_from_end": 3, "i
a42634f	1874.6	113.1	5.25	0.33	300	discard	auto 247 screen: {"need_bonus": 59.887, "flex_bonus": 9.466, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 27.597, "bench_bonus": 8.392, "wait_discount": 0.307, "wait_margin": 5.108, "injury_penalty": 72.827, "rb_early_bonus": 7.853, "qb_earliest_round
a42634f	1865.6	114.1	5.3	0.383	300	discard	auto 248 screen: {"need_bonus": 42.821, "flex_bonus": 11.722, "depth_quota_rb": 4, "surplus_penalty": 30.695, "bench_bonus": 7.965, "wait_discount": 0.286, "wait_margin": 3.652, "kdef_rounds_from_end": 1, "injury_penalty": 68.947, "rb_early_bonus": 6.732, "avail_sigm
a42634f	1876.8	123.4	5.28	0.38	300	discard	auto 249 screen: {"need_bonus": 45.157, "flex_bonus": 9.611, "depth_quota_rb": 4, "depth_quota_wr": 4, "surplus_penalty": 22.302, "bench_bonus": 6.706, "wait_discount": 0.326, "wait_margin": 4.429, "injury_penalty": 83.652, "rb_early_bonus": 6.864, "avail_sigma": 8.4
a42634f	1877.5	117.6	5.1	0.37	300	discard	auto 250 screen: {"need_bonus": 40.439, "flex_bonus": 11.802, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 38.047, "bench_bonus": 7.449, "wait_discount": 0.275, "wait_margin": 1.354, "injury_penalty": 59.778, 
a42634f	1855.6	120.5	5.73	0.277	300	discard	auto 251 screen: {"need_bonus": 37.571, "flex_bonus": 9.782, "depth_quota_rb": 2, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 27.005, "bench_bonus": 7.966, "wait_discount": 0.362, "wait_margin": 3.873, "kdef_rounds_from_end": 1, "injury_penalty": 79.
a42634f	1876.1	116.7	5.11	0.353	300	discard	auto 252 screen: {"need_bonus": 44.227, "flex_bonus": 9.48, "depth_quota_wr": 4, "depth_quota_te": 2, "surplus_penalty": 26.424, "bench_bonus": 4.394, "wait_discount": 0.173, "wait_margin": 4.282, "injury_penalty": 63.083, "rb_early_bonus": 9.094, "qb_earliest_round"
a42634f	1856.6	111.6	5.64	0.317	300	discard	auto 253 screen: {"need_bonus": 56.233, "flex_bonus": 10.095, "surplus_penalty": 20.736, "bench_bonus": 5.803, "wait_discount": 0.377, "wait_margin": 5.37, "kdef_rounds_from_end": 1, "injury_penalty": 80.027, "rb_early_bonus": 8.501, "avail_sigma": 7.95, "avail_stren
a42634f	1879.8	133.2	5.24	0.353	300	discard	auto 254 screen: {"need_bonus": 47.766, "flex_bonus": 4.461, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 30.096, "bench_bonus": 9.297, "wait_discount": 0.439, "wait_margin": 3.546, "injury_penalty": 116.595, "rb_early_bonus": 5.75, "qb_earliest_round
a42634f	1891.4	119.3	4.78	0.414	2700	discard	auto 255 confirmed: {"need_bonus": 52.975, "flex_bonus": 12.564, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 24.396, "bench_bonus": 8.149, "wait_discount": 0.109, "wait_margin": 3.999, "kdef_rounds_from_end": 3, "injury_penalty": 79.72, "rb_early_bonus"
a42634f	1878.1	115.4	5.0	0.407	300	discard	auto 256 screen: {"need_bonus": 35.017, "flex_bonus": 10.467, "depth_quota_rb": 4, "depth_quota_qb": 2, "surplus_penalty": 29.03, "bench_bonus": 6.651, "wait_discount": 0.32, "wait_margin": 5.257, "injury_penalty": 74.404, "rb_early_bonus": 6.3, "qb_earliest_round": 
a42634f	1867.6	116.1	5.35	0.33	300	discard	auto 257 screen: {"need_bonus": 5.909, "flex_bonus": 5.782, "depth_quota_wr": 6, "depth_quota_qb": 4, "surplus_penalty": 20.112, "bench_bonus": 4.803, "wait_discount": 0.124, "wait_margin": 6.429, "kdef_rounds_from_end": 3, "injury_penalty": 71.127, "rb_early_bonus":
a42634f	1890.2	116.6	4.82	0.413	2700	discard	auto 258 confirmed: {"need_bonus": 49.588, "flex_bonus": 11.224, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 26.467, "bench_bonus": 7.018, "wait_discount": 0.288, "wait_margin": 4.087, "injury_penalty": 69.894, "rb_early_bonus": 6.9
a42634f	1881.0	119.1	4.97	0.41	300	discard	auto 259 screen: {"need_bonus": 41.229, "flex_bonus": 15.33, "depth_quota_rb": 4, "depth_quota_wr": 4, "surplus_penalty": 26.006, "bench_bonus": 8.072, "wait_discount": 0.297, "wait_margin": 3.403, "injury_penalty": 44.316, "rb_early_bonus": 4.109, "qb_earliest_round
a42634f	1840.3	120.9	6.29	0.24	300	discard	auto 260 screen: {"need_bonus": 65.497, "flex_bonus": 15.517, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 39.37, "bench_bonus": 6.463, "wait_discount": 0.27, "wait_margin": 4.615, "kdef_rounds_from_end": 1, "
a42634f	1868.9	119.1	5.6	0.32	300	discard	auto 261 screen: {"need_bonus": 103.747, "flex_bonus": 6.524, "depth_quota_qb": 2, "surplus_penalty": 21.433, "bench_bonus": 7.194, "wait_discount": 0.26, "wait_margin": 4.442, "kdef_rounds_from_end": 3, "injury_penalty": 108.069, "rb_early_bonus": 9.714, "te_earlies
a42634f	1886.9	122.2	4.95	0.401	2700	discard	auto 262 confirmed: {"need_bonus": 37.948, "flex_bonus": 12.232, "depth_quota_wr": 4, "surplus_penalty": 27.473, "bench_bonus": 9.841, "wait_discount": 0.503, "wait_margin": 3.08, "injury_penalty": 44.941, "rb_early_bonus": 10.596, "te_earliest_round": 2, "avail_sigma":
a42634f	1870.6	120.8	5.38	0.36	300	discard	auto 263 screen: {"need_bonus": 46.052, "flex_bonus": 7.404, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_qb": 4, "surplus_penalty": 25.019, "bench_bonus": 5.881, "wait_discount": 0.288, "wait_margin": 5.128, "injury_penalty": 83.268, "rb_early_bonus": 8.01
a42634f	1872.4	120.8	5.31	0.36	300	discard	auto 264 screen: {"need_bonus": 39.755, "flex_bonus": 13.973, "depth_quota_wr": 6, "surplus_penalty": 23.151, "bench_bonus": 3.627, "wait_discount": 0.388, "wait_margin": 1.656, "kdef_rounds_from_end": 1, "injury_penalty": 87.337, "rb_early_bonus": 6.015, "avail_sigm
a42634f	1865.9	114.5	5.31	0.343	300	discard	auto 265 screen: {"need_bonus": 54.457, "flex_bonus": 15.501, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 35.84, "bench_bonus": 13.868, "wait_discount": 0.05, "wait_margin": 3.396, "kdef_rounds_from_end": 1, 
a42634f	1849.0	116.8	5.87	0.3	300	discard	auto 266 screen: {"need_bonus": 66.331, "flex_bonus": 9.935, "depth_quota_rb": 4, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 42.3, "bench_bonus": 5.561, "wait_discount": 0.317, "wait_margin": 4.569, "kdef_rounds_from_end": 1, "injury_penalty": -15.9
a42634f	1845.0	120.2	5.96	0.27	300	discard	auto 267 screen: {"need_bonus": 39.341, "flex_bonus": 9.355, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 40.462, "bench_bonus": 9.271, "wait_discount": 0.059, "wait_margin": 6.747, "kdef_rounds_from_end": 1, "injury_penalty": 105.458, "rb_early_bonus
a42634f	1865.8	116.7	5.45	0.33	300	discard	auto 268 screen: {"need_bonus": 52.217, "flex_bonus": 15.324, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 9.477, "bench_bonus": 9.838, "wait_discount": 0.405, "wait_margin": 4.577, "kdef_rounds_from_end": 1, "injury_penalty": 56.
a42634f	1855.1	126.4	5.7	0.303	300	discard	auto 269 screen: {"need_bonus": 33.659, "flex_bonus": 11.38, "depth_quota_rb": 2, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 21.241, "bench_bonus": 7.857, "wait_discount": 0.271, "wait_margin": 3.968, "kdef_rounds_from_end": 1, "injury_penalty": 59.
a42634f	1880.3	120.7	5.1	0.383	2700	discard	auto 270 confirmed: {"need_bonus": 26.118, "flex_bonus": 13.38, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 23.607, "bench_bonus": 13.845, "wait_discount": 0.251, "wait_margin": 5.621, "injury_penalty": 76.417, "rb_early_bonus": 11.157, "te_earliest_rou
a42634f	1876.0	112.8	5.3	0.357	300	discard	auto 271 screen: {"need_bonus": 48.012, "flex_bonus": 15.174, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 23.26, "bench_bonus": 10.542, "wait_discount": 0.222, "wait_margin": 4.69, "injury_penalty": 107.178, "rb_early_bonus": -2.643, "avail_sigma": 1
a42634f	1891.2	119.8	4.84	0.403	2700	discard	auto 272 confirmed: {"need_bonus": 44.785, "flex_bonus": 12.834, "depth_quota_rb": 4, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 9.47, "bench_bonus": 10.168, "wait_discount": 0.379, "wait_margin": 2.475, "injury_penalty": 64.797, "rb_early_bonus": 4.86
a42634f	1881.7	111.4	4.83	0.387	300	discard	auto 273 screen: {"need_bonus": 55.776, "flex_bonus": 12.728, "depth_quota_qb": 2, "surplus_penalty": 13.781, "bench_bonus": 6.876, "wait_discount": 0.191, "wait_margin": 7.052, "injury_penalty": 64.271, "rb_early_bonus": 5.531, "qb_earliest_round": 3, "te_earliest_r
a42634f	1876.2	122.6	5.33	0.337	300	discard	auto 274 screen: {"need_bonus": 39.45, "flex_bonus": 11.474, "depth_quota_wr": 4, "surplus_penalty": 20.673, "bench_bonus": 5.166, "wait_discount": 0.054, "wait_margin": 4.061, "kdef_rounds_from_end": 3, "injury_penalty": 90.288, "rb_early_bonus": 6.332, "avail_sigma
a42634f	1859.2	124.0	5.6	0.32	300	discard	auto 275 screen: {"need_bonus": 42.872, "flex_bonus": 9.176, "depth_quota_wr": 4, "surplus_penalty": 32.861, "bench_bonus": 7.468, "wait_discount": 0.328, "wait_margin": 4.397, "kdef_rounds_from_end": 1, "injury_penalty": 83.329, "rb_early_bonus": 5.274, "avail_sigma
a42634f	1873.7	112.7	5.14	0.387	300	discard	auto 276 screen: {"need_bonus": 48.154, "flex_bonus": 8.509, "depth_quota_wr": 6, "depth_quota_qb": 4, "surplus_penalty": 27.422, "bench_bonus": 8.54, "wait_discount": 0.334, "wait_margin": 6.202, "kdef_rounds_from_end": 3, "injury_penalty": 84.81, "rb_early_bonus": 
a42634f	1866.0	121.4	5.43	0.343	300	discard	auto 277 screen: {"need_bonus": 87.538, "flex_bonus": 10.743, "depth_quota_qb": 2, "surplus_penalty": 47.794, "bench_bonus": 3.955, "wait_discount": 0.261, "wait_margin": 3.752, "injury_penalty": 97.965, "rb_early_bonus": 3.661, "avail_sigma": 9.834, "avail_strength"
a42634f	1873.5	109.2	5.25	0.373	300	discard	auto 278 screen: {"need_bonus": 49.259, "flex_bonus": 11.944, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 29.603, "bench_bonus": 7.966, "wait_discount": 0.329, "wait_margin": 4.492, "injury_penalty": 60.781, "rb_early_bonus": 7.895, "qb_earliest_roun
a42634f	1882.4	116.1	5.16	0.38	300	discard	auto 279 screen: {"need_bonus": 39.976, "flex_bonus": 11.522, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 34.399, "bench_bonus": 6.762, "wait_discount": 0.333, "wait_margin": 5.763, "injury_penalty": 81.997, "rb_early_bonus": 7.198, "te_earliest_roun
a42634f	1883.1	116.0	4.97	0.413	300	discard	auto 280 screen: {"need_bonus": 41.769, "flex_bonus": 11.124, "depth_quota_wr": 4, "depth_quota_te": 4, "surplus_penalty": 30.034, "bench_bonus": 7.608, "wait_discount": 0.317, "wait_margin": 4.259, "injury_penalty": 61.494, "rb_early_bonus": 8.282, "qb_earliest_roun
a42634f	1882.7	114.4	5.08	0.387	300	discard	auto 281 screen: {"need_bonus": 25.299, "flex_bonus": 9.277, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 23.951, "bench_bonus": 8.177, "wait_discount": 0.406, "wait_margin": 4.669, "injury_penalty": 61.828, "rb_early_bonus": 9.58
a42634f	1874.6	119.7	5.27	0.377	300	discard	auto 282 screen: {"need_bonus": 50.941, "flex_bonus": 10.1, "depth_quota_wr": 4, "depth_quota_qb": 4, "surplus_penalty": 34.296, "bench_bonus": 9.52, "wait_discount": 0.258, "wait_margin": 4.913, "kdef_rounds_from_end": 1, "injury_penalty": 67.675, "rb_early_bonus": 
a42634f	1853.9	116.9	5.74	0.32	300	discard	auto 283 screen: {"need_bonus": 39.882, "flex_bonus": 11.0, "surplus_penalty": 28.921, "bench_bonus": 10.16, "wait_discount": 0.357, "wait_margin": 5.285, "kdef_rounds_from_end": 1, "injury_penalty": 70.877, "rb_early_bonus": 8.644, "qb_earliest_round": 5, "avail_sig
a42634f	1856.4	120.8	5.8	0.307	300	discard	auto 284 screen: {"need_bonus": 21.211, "flex_bonus": -0.305, "depth_quota_wr": 6, "surplus_penalty": 56.031, "bench_bonus": 5.061, "wait_discount": 0.433, "wait_margin": 4.076, "injury_penalty": 149.775, "rb_early_bonus": 11.908, "qb_earliest_round": 5, "avail_sigma
a42634f	1891.9	117.4	4.74	0.428	2700	discard	auto 285 confirmed: {"need_bonus": 45.356, "flex_bonus": 10.113, "depth_quota_te": 4, "surplus_penalty": 31.983, "bench_bonus": 7.728, "wait_discount": 0.294, "wait_margin": 3.85, "injury_penalty": 78.843, "rb_early_bonus": 7.519, "avail_sigma": 8.427, "avail_strength":
a42634f	1874.4	123.4	5.18	0.38	300	discard	auto 286 screen: {"need_bonus": 44.84, "flex_bonus": 16.559, "depth_quota_rb": 4, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 33.689, "bench_bonus": 6.98, "wait_discount": 0.369, "wait_margin": 5.234, "injury_penalty": 86.625, "r
a42634f	1841.0	116.5	6.04	0.257	300	discard	auto 287 screen: {"need_bonus": 61.591, "flex_bonus": 1.765, "depth_quota_rb": 2, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 11.969, "bench_bonus": 5.816, "wait_discount": 0.173, "wait_margin": 3.891, "injury_penalty": 104.266, "rb_early_bonus": 11.
a42634f	1893.1	120.9	4.77	0.423	2700	discard	auto 288 confirmed: {"need_bonus": 46.953, "flex_bonus": 10.34, "depth_quota_rb": 2, "depth_quota_qb": 4, "surplus_penalty": 22.337, "bench_bonus": 8.084, "wait_discount": 0.391, "wait_margin": 2.905, "kdef_rounds_from_end": 3, "injury_penalty": 78.116, "rb_early_bonus"
a42634f	1884.2	118.5	4.99	0.387	2700	discard	auto 289 confirmed: {"need_bonus": 63.18, "flex_bonus": 9.188, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 3.541, "bench_bonus": 9.814, "wait_discount": 0.448, "wait_margin": 2.237, "injury_penalty": 96.204, "rb_early_bonus": 9.241,
a42634f	1877.9	117.7	5.05	0.403	300	discard	auto 290 screen: {"need_bonus": 59.043, "flex_bonus": 12.389, "depth_quota_te": 4, "surplus_penalty": 33.751, "bench_bonus": 6.895, "wait_discount": 0.399, "wait_margin": 6.651, "injury_penalty": 135.376, "rb_early_bonus": 3.2, "avail_sigma": 5.672, "avail_strength":
a42634f	1878.4	119.7	5.21	0.39	300	discard	auto 291 screen: {"need_bonus": 65.633, "flex_bonus": 9.272, "depth_quota_rb": 2, "depth_quota_wr": 6, "surplus_penalty": 31.419, "bench_bonus": 4.014, "wait_discount": 0.045, "wait_margin": 8.459, "injury_penalty": 76.689, "rb_early_bonus": 7.718, "qb_earliest_round
a42634f	1862.4	116.8	5.46	0.333	300	discard	auto 292 screen: {"need_bonus": 30.933, "flex_bonus": -2.812, "depth_quota_wr": 6, "depth_quota_qb": 2, "surplus_penalty": 33.638, "bench_bonus": 1.345, "wait_discount": 0.229, "wait_margin": 9.787, "kdef_rounds_from_end": 3, "injury_penalty": 94.362, "rb_early_bonus
a42634f	1874.3	114.3	5.24	0.35	300	discard	auto 293 screen: {"need_bonus": 25.108, "flex_bonus": 3.185, "depth_quota_rb": 2, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 6.835, "bench_bonus": 12.616, "wait_discount": 0.377, "wait_margin": 2.787, "kdef_rounds_from_end": 3, 
a42634f	1883.5	123.0	4.96	0.4	300	discard	auto 294 screen: {"need_bonus": 49.867, "flex_bonus": 7.486, "depth_quota_wr": 4, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 20.903, "bench_bonus": 7.46, "wait_discount": 0.418, "wait_margin": 1.147, "kdef_rounds_from_end": 3, "injury_penalty": 54.2
a42634f	1884.8	111.3	4.86	0.423	300	discard	auto 295 screen: {"need_bonus": 46.781, "flex_bonus": 15.102, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 4, "surplus_penalty": 23.303, "bench_bonus": 8.088, "wait_discount": 0.112, "wait_margin": 4.501, "injury_penalty": 77.2, "rb_early_bonus": 3.36,
a42634f	1889.7	118.5	4.81	0.42	2700	discard	auto 296 confirmed: {"need_bonus": 45.666, "flex_bonus": 15.51, "depth_quota_qb": 2, "surplus_penalty": 40.9, "bench_bonus": 9.889, "wait_discount": 0.269, "wait_margin": 5.314, "injury_penalty": 74.232, "rb_early_bonus": 4.865, "qb_earliest_round": 3, "avail_sigma": 4.
a42634f	1881.5	116.1	4.94	0.403	300	discard	auto 297 screen: {"need_bonus": 39.744, "flex_bonus": 12.333, "depth_quota_wr": 4, "surplus_penalty": 20.842, "bench_bonus": 14.244, "wait_discount": 0.528, "wait_margin": 4.781, "kdef_rounds_from_end": 3, "injury_penalty": 29.513, "rb_early_bonus": 7.41, "avail_sigm
a42634f	1886.7	119.4	4.91	0.388	2700	discard	auto 298 confirmed: {"need_bonus": 46.957, "flex_bonus": 10.365, "depth_quota_wr": 6, "surplus_penalty": 19.113, "bench_bonus": 12.197, "wait_discount": 0.27, "wait_margin": 3.48, "injury_penalty": 9.632, "rb_early_bonus": 7.335, "qb_earliest_round": 3, "avail_sigma": 4
a42634f	1886.3	120.3	4.92	0.391	2700	discard	auto 299 confirmed: {"need_bonus": 43.485, "flex_bonus": 13.349, "depth_quota_qb": 2, "surplus_penalty": 35.484, "bench_bonus": 8.962, "wait_discount": 0.364, "wait_margin": 3.328, "kdef_rounds_from_end": 3, "injury_penalty": 81.28, "rb_early_bonus": 3.115, "qb_earliest
a42634f	1858.5	121.6	5.6	0.35	300	discard	auto 300 screen: {"need_bonus": 62.012, "flex_bonus": 13.31, "depth_quota_rb": 2, "surplus_penalty": 19.005, "bench_bonus": 11.973, "wait_discount": 0.339, "wait_margin": 2.06, "injury_penalty": 82.816, "rb_early_bonus": 6.578, "qb_earliest_round": 3, "te_earliest_ro
a42634f	1868.8	113.8	5.45	0.37	300	discard	auto 301 screen: {"need_bonus": 42.996, "flex_bonus": 12.316, "depth_quota_rb": 4, "depth_quota_te": 2, "depth_quota_qb": 2, "surplus_penalty": 29.282, "bench_bonus": 7.75, "wait_discount": 0.331, "wait_margin": 3.874, "kdef_rounds_from_end": 1, "injury_penalty": 54.
a42634f	1857.8	112.3	5.66	0.303	300	discard	auto 302 screen: {"need_bonus": 50.374, "flex_bonus": 6.685, "surplus_penalty": 42.916, "bench_bonus": 11.635, "wait_discount": 0.2, "wait_margin": 3.682, "kdef_rounds_from_end": 1, "injury_penalty": 85.572, "rb_early_bonus": 6.387, "qb_earliest_round": 5, "avail_sig
a42634f	1869.6	115.1	5.23	0.327	300	discard	auto 303 screen: {"need_bonus": 86.921, "flex_bonus": 11.744, "depth_quota_rb": 2, "depth_quota_te": 4, "surplus_penalty": 45.251, "bench_bonus": 12.28, "wait_discount": 0.43, "wait_margin": -6.759, "injury_penalty": 12.166, "rb_early_bonus": 7.043, "te_earliest_roun
a42634f	1866.7	123.4	5.36	0.353	300	discard	auto 304 screen: {"need_bonus": 41.593, "flex_bonus": 11.858, "depth_quota_rb": 4, "depth_quota_wr": 4, "surplus_penalty": 36.444, "bench_bonus": 8.306, "wait_discount": 0.34, "wait_margin": 3.435, "kdef_rounds_from_end": 1, "injury_penalty": 62.854, "rb_early_bonus"
a42634f	1879.7	124.0	5.05	0.387	300	discard	auto 305 screen: {"need_bonus": 75.548, "flex_bonus": 11.779, "depth_quota_qb": 4, "surplus_penalty": 8.882, "bench_bonus": 2.421, "wait_discount": 0.276, "wait_margin": 5.184, "injury_penalty": 66.913, "rb_early_bonus": 9.029, "te_earliest_round": 2, "avail_sigma": 
a42634f	1883.1	120.3	4.95	0.407	300	discard	auto 306 screen: {"need_bonus": 50.04, "flex_bonus": 11.149, "depth_quota_te": 2, "depth_quota_qb": 4, "surplus_penalty": 29.841, "bench_bonus": 8.79, "wait_discount": 0.354, "wait_margin": 5.016, "injury_penalty": 62.87, "rb_early_bonus": 9.022, "qb_earliest_round":
a42634f	1880.8	113.5	5.14	0.383	300	discard	auto 307 screen: {"need_bonus": 22.911, "flex_bonus": 11.245, "depth_quota_rb": 4, "depth_quota_wr": 4, "depth_quota_qb": 2, "surplus_penalty": 0.994, "bench_bonus": 5.58, "wait_discount": 0.378, "wait_margin": 6.227, "injury_penalty": 20.305, "rb_early_bonus": 16.11
a42634f	1874.5	119.7	5.2	0.377	300	discard	auto 308 screen: {"need_bonus": 45.718, "flex_bonus": 11.039, "depth_quota_rb": 2, "depth_quota_te": 4, "depth_quota_qb": 2, "surplus_penalty": 31.254, "bench_bonus": 8.547, "wait_discount": 0.358, "wait_margin": 4.618, "kdef_rounds_from_end": 3, "injury_penalty": 52
